Age,Female,Years,College,Certficates,Feedback,NPS,Explorer,Diplomat,Analyst,Salary
64,1,4,1,2,2.92,5,0,0,0,63200
61,0,2,1,0,3.47,4,0,1,0,89000
48,1,2,1,3,2.42,7,1,0,0,75400
39,1,5,1,3,1.46,5,0,1,0,55200
31,0,2,1,1,3.4,9,1,0,0,64000
38,0,2,0,1,2.79,5,1,0,0,62000
41,0,2,0,4,1.57,5,1,0,0,92000
43,0,4,1,1,3.11,6,1,0,0,106000
61,0,1,1,5,2.56,7,1,0,0,93000
39,1,1,1,5,2.77,6,0,1,0,66200
29,0,2,0,4,2.32,5,0,1,0,63000
60,1,3,1,1,2.79,3,0,1,0,51000
64,0,1,0,2,2.4,8,0,1,0,53000
58,0,8,1,1,3.05,10,0,1,0,91000
36,0,2,1,3,2.34,3,0,0,1,55000
41,1,1,1,4,3.59,8,1,0,0,149800
51,0,2,1,2,3.72,7,0,1,0,111000
37,1,4,1,4,2.11,6,0,0,1,66600
38,1,1,1,4,2.09,5,0,0,1,61400
64,0,1,1,6,1.14,6,1,0,0,109000
39,0,1,1,1,1.82,5,0,1,0,77000
31,0,2,1,3,2.13,6,0,1,0,81000
34,0,8,1,2,4,10,1,0,0,121000
28,0,2,1,3,4,10,1,0,0,84000
39,1,1,0,2,2.52,4,0,1,0,64200
51,0,1,1,1,3.52,6,1,0,0,101000
64,0,2,0,3,3.24,8,0,1,0,84000
48,1,2,1,1,1.49,6,0,1,0,69400
32,0,8,1,1,2.13,6,1,0,0,62000
46,0,8,1,0,2.56,7,0,1,0,63000
52,1,1,1,5,4,8,1,0,0,113600
52,0,1,1,1,4,7,0,1,0,100000
56,1,6,1,2,3.7,9,0,1,0,97800
49,1,10,1,1,1.56,9,1,0,0,68200
37,1,1,1,1,2.65,8,0,1,0,70600
63,0,1,0,2,2.99,7,1,0,0,67000
53,1,6,0,3,2.24,3,0,0,1,46400
27,1,3,1,4,2.31,6,1,0,0,61600
32,0,1,1,3,2.86,5,1,0,0,82000
44,0,1,1,0,2.6,3,0,0,0,51000
30,1,6,1,4,3.44,8,0,1,0,61000
29,0,11,1,2,1.49,9,1,0,0,53000
61,1,1,1,5,4,6,0,0,1,105800
27,0,2,1,2,3.99,7,1,0,0,62000
46,1,7,1,3,2.23,6,0,1,0,92800
63,0,5,1,1,1.35,5,0,1,0,73000
29,0,5,1,3,1.22,9,0,1,0,53000
31,1,7,1,2,2.18,9,1,0,0,69800
28,1,2,1,4,2.21,4,0,1,0,60400
30,0,2,1,2,3.45,5,1,0,0,60000
54,1,2,1,3,2.35,6,1,0,0,76200
56,0,1,1,2,2.18,3,0,0,0,68000
59,0,1,1,6,1.68,6,0,1,0,119000
40,1,2,1,2,2.01,5,1,0,0,59000
59,0,4,0,0,1.65,5,0,1,0,46000
28,0,6,1,2,3.83,7,0,0,1,58000
34,0,1,0,4,1.51,4,1,0,0,51000
60,0,7,1,0,1.68,5,1,0,0,58000
57,0,2,1,2,2.14,8,1,0,0,87000
25,0,2,1,0,3.14,2,1,0,0,40000
44,0,1,1,3,1.46,6,1,0,0,88000
32,0,1,1,6,3.29,10,0,1,0,100000
28,1,1,0,3,3.4,7,1,0,0,67400
45,0,2,1,1,3.09,3,0,0,1,67000
28,0,5,0,2,2.83,4,0,0,1,45000
44,1,1,1,1,1.57,6,1,0,0,65200
28,0,5,1,4,2.74,10,1,0,0,66000
63,0,7,0,3,4,9,1,0,0,111000
28,0,2,1,3,2.33,3,0,1,0,58000
63,1,1,1,3,1.42,5,1,0,0,65400
39,1,12,0,3,1.3,6,1,0,0,54200
34,1,6,1,5,2.39,8,0,1,0,84200
30,0,1,1,0,1.7,2,0,0,0,41000
39,0,1,1,0,2.37,5,1,0,0,57000
42,1,2,1,4,1.56,6,1,0,0,90600
46,0,2,1,2,2.88,4,0,0,0,86000
55,0,1,1,6,2.45,7,0,0,0,92000
63,0,2,1,4,3.35,8,1,0,0,81000
27,1,1,1,0,2.89,4,0,1,0,63600
54,1,2,1,5,2.17,10,1,0,0,97200
50,0,10,1,5,3.71,9,1,0,0,140000
62,0,1,1,5,4,10,1,0,0,142000
25,1,2,1,4,3.77,7,0,0,1,71000
38,0,2,1,4,4,10,0,0,0,96000
24,0,2,1,2,3.81,4,0,1,0,70000
47,0,8,1,1,2.58,9,1,0,0,82000
53,0,2,1,1,1.61,6,1,0,0,87000
33,0,2,0,1,1.68,8,1,0,0,54000
47,0,2,1,3,2.46,7,1,0,0,94000
58,0,2,1,6,2.27,9,0,1,0,92000
47,0,2,0,0,4,5,0,1,0,74000
33,0,2,0,1,1.92,4,0,1,0,44000
25,0,1,1,0,2.79,3,0,0,0,33000
30,0,2,1,1,1.97,6,0,1,0,50000
37,1,2,1,1,2.32,6,1,0,0,63600
29,0,3,1,2,2.83,3,0,0,0,49000
41,0,2,1,5,2.32,9,1,0,0,102000
42,0,2,1,4,2.32,5,0,0,0,57000
33,0,9,0,5,3.41,9,1,0,0,105000
48,0,2,0,3,3.66,7,0,1,0,83000
64,0,2,1,2,1.38,6,0,1,0,66000
47,0,1,1,3,3.42,9,0,1,0,73000
25,1,1,0,2,3.27,6,1,0,0,62000
62,1,1,1,3,1.81,5,0,1,0,83600
36,0,1,1,1,1.19,4,0,1,0,65000
41,0,1,1,1,3.79,4,0,0,0,74000
31,0,1,1,3,1.35,4,1,0,0,56000
29,1,1,1,3,4,7,1,0,0,83200
62,0,1,1,1,2.91,3,0,0,1,65000
30,0,2,1,4,2.18,6,0,0,0,48000
51,0,2,1,2,1.26,7,0,1,0,68000
33,0,2,0,0,3.61,2,0,1,0,39000
47,0,1,1,5,1.56,8,0,1,0,98000
64,0,2,1,4,3.84,8,1,0,0,123000
32,0,1,0,4,3.07,4,0,1,0,51000
37,0,2,1,2,2.11,5,0,1,0,78000
45,0,2,1,4,1.98,7,0,1,0,76000
37,0,1,1,3,2.76,7,0,1,0,116000
25,1,2,0,3,2.66,7,0,1,0,53000
40,0,2,1,2,1.53,8,1,0,0,72000
51,0,1,1,4,2.15,7,1,0,0,83000
59,1,1,1,0,1.92,3,1,0,0,64200
28,0,1,1,1,1.78,5,0,0,1,36000
58,1,1,1,5,2.59,7,0,0,1,88400
62,0,3,1,4,1.55,10,0,1,0,95000
60,1,1,1,6,2.91,9,1,0,0,88000
33,0,9,1,1,3.14,7,0,1,0,100000
59,0,1,1,1,3.58,5,0,1,0,95000
42,1,3,1,2,3.03,6,0,1,0,76600
31,1,2,1,0,4,3,0,0,0,53800
34,1,2,1,5,1.95,4,0,0,0,58200
34,1,1,1,4,1.45,4,0,0,1,61200
64,0,1,1,3,2.41,5,1,0,0,96000
47,1,1,1,3,3.24,10,0,1,0,75600
36,0,1,0,3,3.25,5,1,0,0,94000
62,1,4,1,1,2.35,7,1,0,0,53600
61,1,9,1,1,2.49,7,0,1,0,79800
32,1,2,1,2,1.48,6,1,0,0,53600
44,0,1,1,2,3.4,3,0,0,0,49000
50,1,11,1,4,3.3,9,0,0,0,73000
64,0,1,1,3,1.57,8,1,0,0,78000
49,1,10,1,1,1.87,9,1,0,0,86200
52,0,2,1,1,1.3,5,1,0,0,77000
33,0,7,0,2,3.66,10,0,1,0,83000
27,1,1,1,1,3.04,4,0,0,0,47600
43,0,1,1,1,4,6,1,0,0,121000
33,0,8,1,3,2.16,4,0,0,1,55000
58,0,1,1,3,2.23,7,0,1,0,116000
57,0,1,0,3,2.85,4,0,0,0,71000
40,1,2,1,0,4,8,1,0,0,71000
61,0,3,1,1,1.4,5,0,1,0,57000
31,0,1,1,2,3.89,6,0,0,1,72000
25,0,2,1,4,2.34,4,0,0,1,57000
35,0,2,1,1,2.68,6,1,0,0,91000
44,1,1,1,2,2.75,6,1,0,0,91200
60,0,6,0,1,2.19,6,1,0,0,62000
56,0,1,1,0,2.8,4,0,0,1,68000
42,0,4,1,6,2.08,9,0,1,0,120000
51,1,1,1,0,1.34,4,0,1,0,51800
57,0,7,1,4,3.98,8,0,1,0,95000
46,0,2,1,5,1.59,4,0,0,1,88000
58,0,10,1,2,4,9,1,0,0,91000
42,1,2,1,3,4,10,0,1,0,101600
28,0,2,1,2,1.95,7,0,1,0,63000
40,0,1,1,0,4,8,0,1,0,90000
32,0,2,0,0,4,5,1,0,0,67000
31,0,9,1,3,3.92,10,0,1,0,85000
44,0,5,1,4,2.28,8,0,1,0,117000
29,1,1,1,0,2.3,4,1,0,0,60200
55,1,4,1,1,2.96,6,0,1,0,67000
64,0,1,1,5,4,9,1,0,0,149000
41,0,1,1,6,1.49,8,1,0,0,113000
58,0,2,0,5,1.79,7,1,0,0,87000
38,1,2,1,2,1.45,6,0,1,0,76400
55,0,11,0,1,4,7,0,0,1,78000
45,1,2,1,0,1.37,3,1,0,0,55000
65,1,2,1,0,3.44,4,0,0,1,46000
31,0,2,1,1,1.51,5,1,0,0,54000
56,0,2,1,1,2.09,6,0,0,1,78000
41,0,1,0,0,2.13,3,0,0,0,44000
61,1,1,1,4,1.46,5,1,0,0,65800
63,0,3,1,5,1.6,10,1,0,0,86000
50,0,2,1,1,2.41,4,0,0,0,57000
45,0,2,1,3,3.26,7,1,0,0,89000
54,0,1,1,0,2.39,2,0,1,0,60000
51,0,10,1,4,4,10,1,0,0,134000
48,1,2,1,5,2.9,9,1,0,0,68400
60,0,3,1,3,1.8,6,1,0,0,86000
44,0,1,1,1,3.44,7,0,1,0,72000
25,0,1,1,5,3.62,8,0,0,1,61000
57,0,2,0,1,4,8,0,1,0,96000
54,0,6,1,5,2.34,9,1,0,0,139000
45,1,7,1,2,2.43,9,0,1,0,60000
57,1,6,1,4,2.8,9,1,0,0,88600
43,0,1,1,5,4,10,0,1,0,136000
36,1,1,1,3,3.25,9,1,0,0,93800
43,0,2,1,1,3.91,7,1,0,0,91000
64,0,2,0,2,3.5,7,1,0,0,108000
48,0,6,1,0,3.54,6,1,0,0,85000
37,0,2,1,2,2.8,9,1,0,0,66000
42,0,2,1,6,2.88,9,0,1,0,155000
25,0,2,0,1,4,6,0,1,0,56000
50,1,2,1,3,2.51,3,0,0,1,49000
63,0,2,0,3,1.32,5,0,1,0,42000
61,0,5,1,2,2.36,7,0,0,0,66000
41,1,1,0,1,2.03,6,0,1,0,47800
56,0,4,0,1,1.74,6,0,0,1,48000
59,1,5,1,1,1.11,3,0,1,0,62200
54,1,3,1,1,1.74,7,0,1,0,65200
26,1,2,1,0,3.56,6,0,1,0,64800
28,0,1,1,2,3.98,5,0,0,1,65000
57,0,4,1,4,2.37,8,1,0,0,89000
41,0,9,0,2,4,8,0,1,0,79000
33,1,1,1,2,2.1,7,0,1,0,74400
53,0,2,1,5,1.44,7,0,1,0,100000
40,0,1,1,2,2.81,6,0,1,0,95000
56,0,1,0,3,3.41,5,1,0,0,71000
25,1,1,0,2,3.37,5,1,0,0,53000
37,1,1,0,2,2.18,5,1,0,0,66600
48,0,7,1,4,2.93,10,0,1,0,131000
33,1,1,1,0,2.78,6,0,1,0,64400
24,0,1,1,4,4,8,0,0,0,69000
26,1,9,1,5,4,9,1,0,0,99800
31,1,2,1,3,1.35,3,0,0,1,48800
60,1,7,1,1,3.78,8,1,0,0,90000
38,1,2,0,2,2.7,3,0,0,1,57400
58,1,1,1,1,2.74,6,1,0,0,74400
51,0,4,1,4,1.77,9,1,0,0,110000
42,0,11,1,2,2.61,10,0,1,0,91000
51,0,1,1,5,2.69,8,0,1,0,135000
56,0,2,1,2,3.35,4,0,0,0,67000
41,0,5,0,4,2.91,6,0,1,0,72000
29,0,1,0,2,3.92,6,0,1,0,63000
31,1,1,1,1,2.21,5,0,1,0,41800
30,0,2,1,5,3.41,10,1,0,0,112000
64,1,2,1,0,1.45,3,1,0,0,33200
31,0,4,1,0,3.1,4,0,1,0,59000
57,0,2,0,2,1.99,5,1,0,0,59000
34,0,2,1,1,2.79,6,0,1,0,83000
56,0,1,1,4,2.19,6,0,1,0,111000
37,1,2,1,5,4,10,0,1,0,113600
50,0,2,1,2,4,8,1,0,0,100000
64,0,8,1,3,2.93,8,0,1,0,92000
33,0,2,1,1,1.49,5,0,1,0,51000
55,0,2,1,2,2.31,8,1,0,0,96000
42,0,2,1,3,1.9,6,0,1,0,87000
33,0,1,1,5,1.7,10,1,0,0,100000
55,0,2,1,1,3.47,5,1,0,0,98000
30,1,2,1,3,3.01,9,1,0,0,62000
45,0,2,1,3,2,6,0,0,1,52000
45,1,2,1,2,4,7,0,1,0,105000
28,0,1,1,1,3.81,6,0,1,0,75000
49,0,2,1,1,3.27,7,1,0,0,107000
56,0,7,1,1,2.85,8,1,0,0,88000
43,1,9,1,1,2.39,5,0,0,1,48400
50,1,2,1,3,1.68,4,0,0,1,64000
25,1,6,0,3,2.03,5,0,0,1,42000
34,0,1,1,4,1.7,8,1,0,0,79000
31,0,2,1,2,1.33,3,0,0,1,59000
33,0,1,1,3,2.41,5,0,0,0,82000
28,0,2,1,3,3.29,6,1,0,0,64000
43,1,2,1,1,3.83,4,0,0,1,66400
25,1,1,1,1,2.57,4,1,0,0,49000
29,0,12,1,2,2.55,8,0,1,0,65000
60,0,2,0,2,1.5,6,0,1,0,50000
34,1,2,1,4,4,10,1,0,0,98200
41,0,10,1,3,3.04,10,1,0,0,115000
53,0,2,1,5,1.66,9,0,1,0,104000
34,0,2,1,1,2.04,7,1,0,0,64000
60,0,11,1,2,4,8,0,1,0,114000
55,0,11,1,1,2.1,9,0,1,0,77000
39,0,2,1,2,1.44,2,0,0,1,54000
39,0,2,1,2,3.55,4,1,0,0,61000
36,0,6,1,4,2.87,10,0,0,1,86000
46,1,4,0,2,3.74,4,0,0,1,63800
32,0,1,0,2,1.37,3,1,0,0,43000
41,0,2,0,0,1.49,3,0,0,0,34000
49,0,2,1,5,2.65,8,0,1,0,132000
50,0,2,1,0,1.73,5,0,1,0,81000
53,0,2,1,5,2.94,10,0,1,0,119000
41,0,2,1,3,1.57,9,1,0,0,90000
50,0,9,1,1,4,10,1,0,0,109000
32,0,2,0,4,3.05,10,1,0,0,63000
46,0,12,1,2,3.43,9,0,1,0,73000
63,0,2,1,3,4,10,1,0,0,90000
60,0,2,1,1,2.05,4,1,0,0,67000
47,0,1,1,0,2.04,6,0,1,0,67000
46,1,3,1,2,1.2,3,0,0,1,51800
32,0,1,1,2,3.72,7,0,1,0,92000
27,0,1,1,3,3.02,4,1,0,0,52000
40,1,2,1,0,2.86,6,1,0,0,72000
28,0,1,1,1,3.63,7,0,1,0,68000
37,0,2,1,4,1.89,5,0,1,0,82000
41,0,3,1,3,2.56,7,0,1,0,95000
28,0,1,0,2,1.74,4,0,1,0,57000
36,0,1,1,4,2.25,5,0,1,0,84000
55,0,3,1,3,2.07,7,0,1,0,93000
32,1,6,0,5,4,10,1,0,0,90600
43,0,2,1,5,1.6,8,0,1,0,111000
59,0,1,1,3,3.38,9,0,1,0,110000
42,0,2,0,3,1.15,5,1,0,0,82000
61,0,2,1,3,2.52,4,1,0,0,107000
27,0,3,1,3,2.05,5,0,0,0,66000
51,1,2,1,3,3.65,3,0,0,1,54800
29,0,6,1,2,4,10,1,0,0,64000
36,0,2,1,4,4,9,1,0,0,116000
28,0,2,0,4,3.16,8,0,1,0,75000
34,0,2,1,5,1.75,3,0,0,1,65000
29,0,1,1,0,3.91,5,0,0,0,54000
46,0,1,1,3,2.1,4,0,1,0,95000
42,0,1,1,2,3.06,9,0,1,0,123000
29,0,2,1,3,1.58,3,0,0,1,70000
51,0,10,0,1,3.12,8,1,0,0,82000
29,0,3,1,3,1.72,10,0,1,0,79000
36,0,1,1,2,2.78,4,1,0,0,77000
25,0,1,1,3,3.79,6,0,1,0,81000
43,0,1,1,2,2.31,5,1,0,0,74000
34,0,1,0,5,3.36,8,1,0,0,81000
26,1,1,1,1,3.22,4,0,1,0,45800
64,0,2,1,3,2.24,3,0,0,0,69000
34,0,2,0,2,4,7,1,0,0,93000
32,1,2,1,1,4,8,0,1,0,70600
50,0,13,1,4,3.55,10,0,0,1,77000
60,1,7,0,2,3.41,6,0,0,1,64000
42,1,1,1,1,2,4,0,1,0,66600
49,1,8,1,2,1.63,7,1,0,0,79200
38,0,11,1,1,2.47,10,0,1,0,53000
29,1,1,0,4,2.2,5,0,0,0,48200
31,1,2,1,1,3.38,4,0,0,1,54800
37,1,10,1,4,1.92,9,1,0,0,69600
46,0,1,1,0,2.68,6,1,0,0,79000
32,0,2,0,4,4,7,0,0,1,66000
34,0,2,1,0,3.57,4,1,0,0,92000
33,0,1,1,0,2.77,4,0,0,1,51000
62,0,7,0,4,1.77,8,0,0,0,61000
60,0,1,0,3,3.21,5,0,0,0,70000
45,1,7,1,2,2.09,7,0,1,0,76000
39,1,4,0,6,1.7,7,0,0,1,72200
46,0,1,1,5,2.02,5,0,1,0,119000
42,0,9,1,3,3.02,9,1,0,0,110000
60,0,11,0,2,1.64,10,1,0,0,76000
47,0,2,1,1,3.28,5,0,0,1,66000
54,0,1,0,3,1.22,6,1,0,0,78000
60,0,4,1,2,2.22,6,0,0,1,73000
62,0,6,1,2,4,8,1,0,0,107000
29,1,2,0,6,4,10,1,0,0,84200
28,1,2,0,1,2.13,4,0,0,0,43400
31,1,6,1,3,3.12,9,0,1,0,93800
33,0,1,0,3,2.34,3,0,0,1,30000
27,1,2,1,2,2.36,7,1,0,0,68600
39,1,1,1,5,4,10,1,0,0,115200
46,1,2,0,0,2.79,5,0,1,0,69800
58,0,2,1,4,2.26,9,0,1,0,75000
38,0,1,1,2,2.16,4,1,0,0,65000
33,0,6,1,5,4,9,0,0,0,107000
64,1,1,1,2,2.94,3,1,0,0,63200
47,0,1,1,1,1.19,5,0,1,0,67000
42,1,2,1,3,1.73,8,0,1,0,75600
42,0,6,1,0,2.02,4,0,0,0,66000
61,0,1,1,4,1.54,5,0,0,1,63000
48,1,2,1,1,3.42,4,0,1,0,61400
31,0,1,1,3,3.05,8,0,1,0,96000
51,0,7,1,0,3.94,9,1,0,0,92000
43,1,2,0,4,3.21,6,0,0,1,58400
31,0,2,1,2,3.75,6,0,0,0,62000
35,0,1,1,1,2.54,6,1,0,0,79000
35,1,2,1,0,3.23,3,0,1,0,61000
59,0,2,1,1,2.86,3,1,0,0,76000
61,0,1,1,5,3.37,10,1,0,0,122000
47,0,7,1,4,1.65,8,0,1,0,107000
24,0,2,1,3,4,10,0,0,0,63000
52,0,2,1,3,1.45,5,1,0,0,70000
24,1,3,0,2,4,8,0,1,0,53200
30,0,2,1,3,1.95,6,1,0,0,86000
41,0,11,1,5,1.87,10,0,1,0,87000
32,0,2,0,3,2.32,7,0,1,0,58000
57,0,1,1,2,3.55,3,0,0,1,42000
28,1,2,1,2,3.45,4,0,0,0,47400
56,0,1,1,5,3.38,8,0,0,1,85000
39,1,2,1,5,4,8,0,1,0,84200
50,0,1,0,2,2.93,5,0,0,0,50000
29,1,8,1,4,2.97,10,1,0,0,99200
36,0,1,1,4,3.09,5,0,0,0,60000
35,0,1,0,2,2.23,6,0,1,0,72000
38,0,2,0,5,2.4,5,1,0,0,56000
47,1,1,0,2,1.2,4,1,0,0,66600
24,0,7,1,3,4,9,1,0,0,59000
47,0,1,1,1,3.41,5,1,0,0,91000
38,0,2,0,2,2.03,4,0,1,0,75000
28,0,2,1,1,4,7,0,1,0,78000
63,0,5,0,6,3.22,7,0,1,0,89000
55,0,2,0,1,3.75,6,1,0,0,69000
39,0,2,1,1,2.66,6,1,0,0,73000
44,0,6,0,3,2.54,6,1,0,0,93000
30,0,3,1,2,1.82,4,0,1,0,51000
34,1,3,1,0,4,5,1,0,0,76200
43,1,1,1,3,2.82,8,1,0,0,96400
37,1,12,0,4,3.78,10,0,0,1,69600
26,0,4,1,0,2.88,5,1,0,0,46000
31,0,2,0,4,1.44,3,0,0,1,51000
63,1,2,1,2,2.86,6,0,1,0,70400
53,1,6,1,0,2.89,4,0,0,1,51400
63,1,1,0,4,3.1,6,0,0,0,53400
31,1,8,0,2,4,9,0,1,0,85800
58,0,5,1,2,3.91,10,1,0,0,87000
49,1,2,1,4,4,10,0,1,0,113200
61,0,1,1,0,3.51,7,0,0,1,53000
49,0,1,1,3,3.5,8,0,0,1,111000
38,0,2,1,4,2.55,8,0,0,1,101000
56,1,2,0,1,1.92,7,0,1,0,53800
32,1,8,1,1,3.82,8,1,0,0,63600
33,0,1,0,2,2.31,3,0,0,1,45000
47,0,3,1,3,2.08,4,0,1,0,91000
42,0,1,0,2,3.33,5,0,1,0,64000
50,0,1,1,4,3.42,8,0,1,0,111000
36,0,1,1,3,2.7,6,0,0,1,71000
48,0,1,1,2,2.11,4,0,0,1,62000
46,1,1,1,4,2.23,6,1,0,0,78800
54,1,12,1,2,3.92,9,0,1,0,110200
31,0,2,1,2,3.92,7,0,0,0,59000
45,0,6,0,1,2.49,4,0,0,1,47000
59,0,2,1,0,3.44,4,0,1,0,64000
46,0,1,1,5,1.76,7,0,1,0,128000
39,0,2,0,2,3.38,5,0,1,0,87000
60,0,2,1,5,1.74,5,0,0,0,81000
64,0,2,1,5,2.23,9,1,0,0,104000
40,0,1,1,5,3.46,10,0,1,0,97000
29,0,2,0,6,2.65,9,1,0,0,98000
28,0,11,0,4,2.61,10,0,0,1,55000
32,0,1,0,1,4,5,0,1,0,64000
48,0,1,1,4,1.5,6,1,0,0,93000
37,0,1,0,1,2.5,9,1,0,0,59000
60,1,2,1,2,3.09,5,1,0,0,57000
27,1,1,1,4,2.62,9,0,1,0,65600
51,1,1,1,2,1.86,6,1,0,0,82800
47,0,6,1,2,1.15,4,0,1,0,67000
59,0,3,1,1,2.69,6,0,1,0,83000
26,1,3,1,1,4,7,0,1,0,69800
59,0,2,1,3,2.8,6,0,1,0,134000
47,1,2,1,4,3.35,9,1,0,0,105600
37,1,2,0,2,2.39,3,1,0,0,57600
63,0,4,1,1,3.02,7,0,1,0,66000
56,0,1,1,2,2.73,5,0,0,0,67000
39,0,2,1,2,2.61,10,1,0,0,88000
44,0,2,1,3,2.57,8,0,1,0,107000
40,0,1,1,0,3.19,5,1,0,0,71000
40,0,1,1,3,4,10,0,0,1,111000
41,0,5,1,4,4,9,0,1,0,140000
34,0,2,1,0,4,5,0,1,0,75000
39,0,1,1,1,2.1,6,0,1,0,69000
42,0,2,1,3,1.64,3,0,0,0,74000
30,0,2,0,3,1.53,6,1,0,0,60000
64,0,3,1,4,3.27,8,1,0,0,99000
25,0,3,1,5,2.65,7,1,0,0,72000
30,0,5,1,2,1.87,10,1,0,0,83000
52,0,1,0,1,2.34,3,0,0,0,46000
61,1,8,1,0,2.97,8,1,0,0,62800
39,0,1,1,3,3.75,10,1,0,0,92000
41,0,11,1,3,4,10,1,0,0,96000
25,0,3,1,0,3.26,2,0,0,1,52000
30,0,1,1,3,3.33,5,1,0,0,99000
58,0,2,1,0,2.74,6,0,1,0,69000
49,0,11,1,2,2.72,6,0,0,1,84000
44,0,1,1,1,1.12,4,1,0,0,54000
49,0,2,1,2,4,9,1,0,0,100000
46,0,2,0,4,1.49,9,1,0,0,95000
62,0,1,0,3,2.27,6,0,1,0,83000
26,0,2,1,5,1.65,5,0,0,0,51000
32,0,3,1,5,1.37,7,1,0,0,72000
64,0,8,1,3,3.26,9,1,0,0,87000
36,1,1,1,4,1.19,5,0,0,0,54800
41,0,1,1,0,1.37,4,1,0,0,55000
25,1,1,1,1,2.86,6,0,1,0,49000
50,0,5,1,5,1.9,8,0,0,1,70000
42,0,2,1,1,4,5,0,1,0,98000
47,1,2,0,0,2.87,5,1,0,0,69600
36,0,1,0,3,1.82,8,1,0,0,73000
36,1,2,1,6,2.36,8,0,1,0,77800
36,0,2,1,2,3.63,5,0,0,1,73000
41,1,4,1,6,2.71,9,1,0,0,121800
35,0,2,1,2,1.2,4,0,1,0,48000
63,1,1,1,5,1.45,4,0,0,0,79400
51,0,2,1,2,2.04,4,0,0,1,50000
36,0,1,1,5,1.2,7,1,0,0,75000
52,1,2,1,2,2.68,5,1,0,0,58600
63,1,3,1,2,2.67,4,0,1,0,47400
65,1,1,1,3,1.96,5,0,0,1,62000
43,1,11,1,3,2.71,7,0,0,0,93400
29,0,1,1,0,2.27,3,0,0,0,35000
40,0,1,0,1,1.38,2,0,0,0,45000
59,0,7,1,3,2,6,1,0,0,82000
26,1,2,1,5,3.76,9,0,1,0,88800
26,0,5,0,2,3.19,8,0,1,0,50000
48,0,2,1,3,4,5,0,0,0,99000
51,1,10,0,1,2.6,8,0,1,0,77800
60,1,2,1,1,1.27,4,0,0,0,49000
41,0,1,1,1,3.43,10,0,1,0,90000
48,1,2,1,1,2.87,5,0,0,0,65400
55,0,2,0,2,1.64,8,1,0,0,66000
29,1,1,1,4,3.27,5,1,0,0,57200
60,0,1,1,5,1.93,9,0,1,0,110000
25,1,6,1,1,3.74,8,1,0,0,64000
54,0,12,1,1,1.92,5,1,0,0,79000
58,1,1,1,2,2.09,6,0,1,0,63400
33,1,3,0,3,3.6,9,1,0,0,74400
24,0,1,1,2,3.71,5,0,0,0,48000
39,0,1,0,2,2.12,6,0,1,0,60000
28,0,1,1,5,2.06,6,1,0,0,64000
49,0,1,1,4,2.05,6,0,1,0,86000
41,0,1,1,3,2.82,9,0,1,0,85000
60,0,5,1,3,2.58,8,1,0,0,117000
62,1,4,1,2,3.06,5,0,0,1,50600
40,0,1,1,4,3.55,9,1,0,0,118000
50,0,1,1,2,4,4,0,0,1,97000
31,1,4,0,2,2.87,6,0,1,0,58800
42,0,1,1,4,2.57,10,0,1,0,135000
29,1,2,0,1,3.64,4,0,0,0,44200
42,0,1,1,4,3.45,8,0,1,0,95000
50,0,1,1,4,4,5,0,0,0,99000
27,1,1,0,1,3.44,6,0,1,0,46600
61,0,2,1,1,2.66,5,0,0,0,70000
33,1,8,0,2,3.83,6,0,1,0,49400
42,1,2,1,2,4,6,0,0,0,69600
46,0,8,0,2,2.22,6,0,0,1,47000
31,1,1,1,1,1.37,3,0,0,1,39800
25,1,1,1,1,1.55,5,0,1,0,46000
30,0,2,1,1,4,7,0,1,0,74000
25,0,7,1,2,4,8,0,0,1,56000
40,0,3,1,2,1.39,4,0,1,0,54000
61,0,2,1,4,3.91,6,0,0,0,93000
26,0,1,1,1,2.7,2,0,0,0,39000
50,1,10,1,4,3.24,10,1,0,0,72000
59,0,1,1,2,1.9,4,1,0,0,65000
34,1,1,0,5,3.38,4,0,0,0,63200
55,1,1,0,4,2.38,8,0,0,1,57000
31,1,9,1,0,2.58,3,0,0,0,41800
55,0,6,1,2,2.79,3,0,0,0,92000
28,0,1,1,3,1.58,5,0,0,1,58000
63,1,2,1,1,2.86,5,1,0,0,80400
40,1,6,1,3,3.68,9,1,0,0,113000
32,0,2,1,0,4,8,1,0,0,79000
61,0,11,1,1,3.72,8,1,0,0,111000
25,0,1,1,0,4,4,0,1,0,57000
44,0,2,1,2,2.96,5,1,0,0,75000
54,1,13,1,0,3.61,6,0,0,1,65200
24,1,1,1,1,1.23,3,0,1,0,41200
63,1,2,0,3,3.23,3,0,0,0,43400
45,0,1,0,0,3.52,4,1,0,0,88000
51,1,1,1,3,3.95,9,1,0,0,121800
25,0,3,0,5,2.48,5,1,0,0,43000
37,0,8,1,4,3.56,8,1,0,0,93000
60,0,1,1,2,2.97,4,0,1,0,66000
63,0,2,1,2,3.45,8,1,0,0,104000
41,1,5,1,1,3.16,5,0,0,0,57800
43,1,4,1,5,2.32,8,0,1,0,54400
37,0,2,1,2,1.26,5,1,0,0,77000
64,0,2,1,1,2.5,3,1,0,0,50000
37,0,11,1,1,2.26,7,1,0,0,96000
27,1,2,1,1,2.35,5,1,0,0,54600
61,1,11,1,1,2.93,10,1,0,0,71800
38,0,2,1,3,2.18,6,0,0,0,41000
31,0,2,1,5,3.37,5,0,0,1,69000
27,0,2,1,5,1.48,4,0,0,1,56000
