Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS
1711,Hardware,53,1,1,Yes,Explorer,2,3.21,51400,5
1712,Hardware,51,1,1,Yes,Sentinel,2,4,66800,4
1714,Hardware,28,1,2,Yes,Explorer,2,2.2,66400,9
1715,Hardware,49,1,2,Yes,Analyst,0,2.43,43200,3
1716,Hardware,31,0,2,Yes,Explorer,2,2.55,55000,7
1718,Hardware,34,0,1,Yes,Sentinel,4,2.33,69000,8
1725,Hardware,26,0,2,Yes,Diplomat,1,2.66,49000,4
1726,Hardware,63,1,1,Yes,Analyst,3,3.18,65400,5
1727,Hardware,36,0,8,Yes,Diplomat,5,3.09,130000,9
1728,Hardware,36,0,4,No,Sentinel,2,1.33,49000,3
1730,Hardware,60,1,3,No,Analyst,4,1.81,62000,5
1732,Hardware,62,1,1,Yes,Analyst,2,3.65,57600,6
1733,Hardware,37,0,2,Yes,Diplomat,3,3.77,96000,9
1739,Hardware,34,0,2,Yes,Sentinel,1,3.5,70000,6
1741,Hardware,42,0,1,No,Explorer,3,2.28,64000,5
1744,Hardware,47,1,1,Yes,Explorer,1,3.37,69600,6
1750,Hardware,38,0,2,No,Sentinel,4,1.27,58000,4
1753,Hardware,59,0,1,No,Diplomat,1,2.53,57000,3
1755,Hardware,60,1,2,Yes,Explorer,3,2.76,48000,5
1757,Hardware,58,0,2,No,Diplomat,3,2.76,95000,7
1758,Hardware,39,0,6,Yes,Explorer,2,2.1,113000,7
1760,Hardware,62,1,1,Yes,Explorer,6,1.95,145600,9
1767,Hardware,50,0,2,No,Explorer,0,2.87,62000,6
1773,Hardware,58,0,5,Yes,Explorer,2,2.98,78000,8
1775,Hardware,35,0,2,Yes,Explorer,1,2.62,64000,4
1779,Hardware,42,0,1,Yes,Explorer,2,3.49,92000,6
1780,Hardware,59,0,3,Yes,Explorer,2,1.94,64000,9
1781,Hardware,27,1,1,Yes,Explorer,2,2.92,67600,8
1783,Hardware,40,0,10,No,Diplomat,2,1.54,85000,7
1784,Hardware,26,0,1,Yes,Sentinel,1,4,73000,4
1786,Hardware,41,0,7,Yes,Explorer,1,3.55,98000,10
1787,Hardware,54,0,2,Yes,Diplomat,1,2.44,77000,8
1788,Hardware,38,0,1,Yes,Diplomat,3,2.12,72000,5
1790,Hardware,53,0,2,Yes,Diplomat,1,2.23,74000,4
1791,Hardware,34,1,2,Yes,Diplomat,1,3.58,67200,5
1793,Hardware,28,1,1,Yes,Analyst,3,1.96,59400,4
1795,Hardware,40,0,6,Yes,Diplomat,2,1.33,60000,4
1797,Hardware,33,0,8,No,Explorer,4,1.15,62000,10
1798,Hardware,56,1,2,Yes,Explorer,2,2.1,73800,8
1800,Hardware,56,0,1,Yes,Diplomat,2,1.32,73000,4
1802,Hardware,58,0,1,Yes,Diplomat,4,2.89,107000,7
1805,Hardware,52,0,8,Yes,Diplomat,1,4,103000,9
1808,Hardware,44,0,2,Yes,Sentinel,4,3.21,86000,4
1812,Hardware,40,0,1,No,Diplomat,0,3.79,68000,4
1813,Hardware,37,0,1,Yes,Sentinel,0,3.79,58000,7
1814,Hardware,39,1,2,Yes,Diplomat,3,2.29,60200,3
1815,Hardware,52,0,1,Yes,Sentinel,3,1.62,89000,8
1817,Hardware,47,0,2,Yes,Diplomat,1,2.58,79000,6
1819,Hardware,58,1,1,Yes,Analyst,3,3.91,83400,5
1823,Hardware,49,0,1,No,Explorer,4,2.83,78000,5
1826,Hardware,56,0,1,Yes,Explorer,1,2.2,56000,5
1828,Hardware,51,0,9,Yes,Explorer,2,4,122000,9
1829,Hardware,42,0,1,Yes,Sentinel,4,2.9,76000,5
1830,Hardware,54,0,1,No,Explorer,0,2.07,42000,3
1832,Hardware,34,1,4,Yes,Diplomat,1,4,86200,9
1833,Hardware,61,0,1,No,Diplomat,1,1.51,49000,5
1835,Hardware,34,1,8,No,Explorer,6,1.35,59200,10
1842,Hardware,42,1,1,Yes,Diplomat,0,2.6,59600,5
1848,Hardware,34,1,1,Yes,Diplomat,2,2.29,71200,4
1849,Hardware,34,1,2,Yes,Explorer,2,4,73200,9
1850,Hardware,26,0,1,Yes,Explorer,3,1.16,80000,5
1853,Hardware,30,0,2,Yes,Explorer,4,2.13,83000,8
1862,Hardware,31,0,8,No,Analyst,4,2.53,64000,7
1864,Hardware,60,0,1,No,Explorer,5,2.5,75000,5
1866,Hardware,46,0,2,No,Sentinel,1,4,70000,4
1874,Hardware,62,0,1,Yes,Explorer,0,2.91,65000,4
1875,Hardware,34,1,2,Yes,Diplomat,4,3.72,96200,7
1878,Hardware,36,0,2,No,Sentinel,2,1.59,53000,4
1879,Hardware,29,0,1,Yes,Diplomat,1,2.12,48000,5
1884,Hardware,48,0,2,No,Analyst,4,2.11,55000,7
1885,Hardware,31,1,2,No,Diplomat,3,3.9,83800,10
1886,Hardware,61,1,2,No,Explorer,5,3.79,87800,6
1887,Hardware,51,0,1,No,Analyst,5,4,92000,4
1888,Hardware,54,0,2,Yes,Explorer,1,2.58,56000,4
1891,Hardware,35,0,2,No,Diplomat,4,3.49,74000,9
1895,Hardware,26,1,2,Yes,Explorer,1,1.99,50800,5
1897,Hardware,64,0,2,Yes,Sentinel,2,3.91,86000,6
1899,Hardware,34,0,1,Yes,Analyst,1,1.95,38000,4
1900,Hardware,33,1,1,Yes,Diplomat,5,1.59,74400,8
1905,Hardware,43,0,1,Yes,Explorer,5,3.13,110000,7
1907,Hardware,39,0,2,No,Explorer,0,4,67000,8
1910,Hardware,28,1,2,Yes,Diplomat,1,3.53,47400,6
1912,Hardware,25,1,2,No,Explorer,0,2.88,45000,5
1914,Hardware,48,0,1,Yes,Diplomat,2,1.65,75000,5
1915,Hardware,38,0,2,No,Diplomat,2,3.85,66000,10
1919,Hardware,32,0,1,Yes,Explorer,3,1.88,57000,4
1924,Hardware,32,0,3,Yes,Analyst,5,2.55,68000,6
1925,Hardware,64,0,1,Yes,Explorer,0,1.97,55000,4
1926,Hardware,62,0,2,Yes,Sentinel,4,2.91,75000,6
1927,Hardware,28,0,2,Yes,Explorer,0,3.31,47000,4
1930,Hardware,31,0,2,Yes,Sentinel,6,1.84,72000,8
1935,Hardware,55,1,1,No,Explorer,4,4,93000,7
1936,Hardware,25,0,2,No,Sentinel,2,1.27,36000,3
1938,Hardware,39,1,2,Yes,Explorer,3,1.88,73200,8
1940,Hardware,56,0,1,Yes,Diplomat,4,1.38,79000,4
1941,Hardware,37,0,2,Yes,Sentinel,1,1.84,52000,3
1943,Hardware,35,0,1,Yes,Sentinel,5,2.17,85000,6
1945,Hardware,58,0,2,Yes,Diplomat,3,1.79,69000,9
1947,Hardware,30,0,8,Yes,Analyst,0,2.94,58000,5
1951,Hardware,31,0,1,No,Sentinel,6,2.05,59000,4
1953,Hardware,32,0,5,Yes,Diplomat,3,2.51,74000,5
1954,Hardware,28,1,2,Yes,Explorer,3,2.69,94400,7
1957,Hardware,45,1,1,Yes,Explorer,1,2.65,52000,3
1959,Hardware,53,1,2,Yes,Diplomat,4,3.32,111400,9
1961,Hardware,46,0,1,Yes,Explorer,4,3.06,120000,10
1963,Hardware,40,0,8,No,Explorer,2,3.3,78000,10
1967,Hardware,43,0,2,Yes,Analyst,2,3.74,96000,5
1969,Hardware,64,0,2,Yes,Sentinel,3,1.73,68000,6
1970,Hardware,48,0,6,Yes,Diplomat,0,2.6,90000,7
1973,Hardware,53,0,2,Yes,Explorer,2,1.4,69000,6
1974,Hardware,38,1,2,Yes,Diplomat,1,2.9,71400,6
1975,Hardware,62,1,2,Yes,Explorer,2,2.73,60600,9
1978,Hardware,54,0,4,Yes,Diplomat,5,3.76,176000,9
1979,Hardware,62,0,1,Yes,Diplomat,6,3.65,163000,9
1983,Hardware,64,0,2,Yes,Diplomat,0,2.72,91000,4
1985,Hardware,43,0,2,Yes,Explorer,5,3.36,114000,10
1986,Hardware,46,1,11,Yes,Diplomat,4,3.56,81800,9
1988,Hardware,63,1,10,Yes,Explorer,2,4,91400,9
1990,Hardware,61,0,1,Yes,Explorer,2,2.59,99000,7
1993,Hardware,44,1,2,Yes,Diplomat,3,2.81,90200,7
1995,Hardware,56,0,2,Yes,Diplomat,2,3.39,81000,4
1997,Hardware,56,0,1,Yes,Diplomat,1,2.42,87000,5
2000,Hardware,50,0,1,Yes,Explorer,3,1.6,66000,7
2003,Hardware,38,0,3,Yes,Sentinel,2,2.39,72000,5
2004,Hardware,62,0,2,Yes,Diplomat,2,4,99000,8
2007,Hardware,45,1,4,Yes,Sentinel,5,1.29,61000,5
2012,Hardware,43,0,2,Yes,Diplomat,1,2.17,74000,6
2014,Hardware,39,0,2,Yes,Diplomat,4,3.36,107000,9
2017,Hardware,49,0,2,Yes,Explorer,3,1.23,89000,6
2019,Hardware,28,1,11,No,Explorer,5,3.24,95400,8
2020,Hardware,37,0,2,Yes,Sentinel,5,3.05,90000,10
2021,Hardware,46,0,2,Yes,Sentinel,3,3.92,102000,5
2023,Hardware,48,0,10,Yes,Diplomat,5,2.93,123000,8
2030,Hardware,37,1,2,Yes,Diplomat,1,2.6,82600,4
2031,Hardware,35,0,1,Yes,Explorer,0,1.3,54000,4
2032,Hardware,62,0,2,Yes,Diplomat,1,1.71,88000,6
2033,Hardware,37,0,2,Yes,Analyst,2,1.74,67000,3
2036,Hardware,38,0,1,Yes,Sentinel,2,2.38,68000,4
2038,Hardware,56,1,3,Yes,Explorer,4,2.75,106800,10
2039,Hardware,47,0,1,Yes,Diplomat,1,3.4,95000,7
2040,Hardware,50,1,2,No,Diplomat,3,4,78000,10
2041,Hardware,25,0,1,No,Analyst,5,1.33,49000,5
2045,Hardware,37,0,2,No,Diplomat,1,1.4,55000,4
2049,Hardware,62,0,1,Yes,Diplomat,2,3.17,95000,5
2060,Hardware,62,1,2,Yes,Diplomat,5,1.97,76600,7
2061,Hardware,64,1,4,Yes,Sentinel,2,2.92,63200,5
2066,Hardware,61,0,2,Yes,Diplomat,0,3.47,89000,4
2068,Hardware,48,1,2,Yes,Explorer,3,2.42,75400,7
2070,Hardware,39,1,5,Yes,Diplomat,3,1.46,55200,5
2076,Hardware,31,0,2,Yes,Explorer,1,3.4,64000,9
2081,Hardware,38,0,2,No,Explorer,1,2.79,62000,5
2082,Hardware,41,0,2,No,Explorer,4,1.57,92000,5
2083,Hardware,43,0,4,Yes,Explorer,1,3.11,106000,6
2086,Hardware,61,0,1,Yes,Explorer,5,2.56,93000,7
2092,Hardware,39,1,1,Yes,Diplomat,5,2.77,66200,6
2093,Hardware,29,0,2,No,Diplomat,4,2.32,63000,5
2094,Hardware,60,1,3,Yes,Diplomat,1,2.79,51000,3
2095,Hardware,64,0,1,No,Diplomat,2,2.4,53000,8
2102,Hardware,58,0,8,Yes,Diplomat,1,3.05,91000,10
2103,Hardware,36,0,2,Yes,Analyst,3,2.34,55000,3
2105,Hardware,41,1,1,Yes,Explorer,4,3.59,149800,8
2107,Hardware,51,0,2,Yes,Diplomat,2,3.72,111000,7
2109,Hardware,37,1,4,Yes,Analyst,4,2.11,66600,6
2111,Hardware,38,1,1,Yes,Analyst,4,2.09,61400,5
2112,Hardware,64,0,1,Yes,Explorer,6,1.14,109000,6
2113,Hardware,39,0,1,Yes,Diplomat,1,1.82,77000,5
2114,Hardware,31,0,2,Yes,Diplomat,3,2.13,81000,6
2115,Hardware,34,0,8,Yes,Explorer,2,4,121000,10
2117,Hardware,28,0,2,Yes,Explorer,3,4,84000,10
2119,Hardware,39,1,1,No,Diplomat,2,2.52,64200,4
2124,Hardware,51,0,1,Yes,Explorer,1,3.52,101000,6
2125,Hardware,64,0,2,No,Diplomat,3,3.24,84000,8
2128,Hardware,48,1,2,Yes,Diplomat,1,1.49,69400,6
2129,Hardware,32,0,8,Yes,Explorer,1,2.13,62000,6
2131,Hardware,46,0,8,Yes,Diplomat,0,2.56,63000,7
2133,Hardware,52,1,1,Yes,Explorer,5,4,113600,8
2134,Hardware,52,0,1,Yes,Diplomat,1,4,100000,7
2137,Hardware,56,1,6,Yes,Diplomat,2,3.7,97800,9
2141,Hardware,49,1,10,Yes,Explorer,1,1.56,68200,9
2142,Hardware,37,1,1,Yes,Diplomat,1,2.65,70600,8
2144,Hardware,63,0,1,No,Explorer,2,2.99,67000,7
2146,Hardware,53,1,6,No,Analyst,3,2.24,46400,3
2147,Hardware,27,1,3,Yes,Explorer,4,2.31,61600,6
2150,Hardware,32,0,1,Yes,Explorer,3,2.86,82000,5
2152,Hardware,44,0,1,Yes,Sentinel,0,2.6,51000,3
2153,Hardware,30,1,6,Yes,Diplomat,4,3.44,61000,8
2155,Hardware,29,0,11,Yes,Explorer,2,1.49,53000,9
2161,Hardware,61,1,1,Yes,Analyst,5,4,105800,6
2162,Hardware,27,0,2,Yes,Explorer,2,3.99,62000,7
2164,Hardware,46,1,7,Yes,Diplomat,3,2.23,92800,6
2167,Hardware,63,0,5,Yes,Diplomat,1,1.35,73000,5
2168,Hardware,29,0,5,Yes,Diplomat,3,1.22,53000,9
2170,Hardware,31,1,7,Yes,Explorer,2,2.18,69800,9
2171,Hardware,28,1,2,Yes,Diplomat,4,2.21,60400,4
2181,Hardware,30,0,2,Yes,Explorer,2,3.45,60000,5
2183,Hardware,54,1,2,Yes,Explorer,3,2.35,76200,6
2187,Hardware,56,0,1,Yes,Sentinel,2,2.18,68000,3
2188,Hardware,59,0,1,Yes,Diplomat,6,1.68,119000,6
2190,Hardware,40,1,2,Yes,Explorer,2,2.01,59000,5
2192,Hardware,59,0,4,No,Diplomat,0,1.65,46000,5
2195,Hardware,28,0,6,Yes,Analyst,2,3.83,58000,7
2196,Hardware,34,0,1,No,Explorer,4,1.51,51000,4
2203,Hardware,60,0,7,Yes,Explorer,0,1.68,58000,5
2204,Hardware,57,0,2,Yes,Explorer,2,2.14,87000,8
2206,Hardware,25,0,2,Yes,Explorer,0,3.14,40000,2
2208,Hardware,44,0,1,Yes,Explorer,3,1.46,88000,6
2209,Hardware,32,0,1,Yes,Diplomat,6,3.29,100000,10
2213,Hardware,28,1,1,No,Explorer,3,3.4,67400,7
2214,Hardware,45,0,2,Yes,Analyst,1,3.09,67000,3
2215,Hardware,28,0,5,No,Analyst,2,2.83,45000,4
2218,Hardware,44,1,1,Yes,Explorer,1,1.57,65200,6
2220,Hardware,28,0,5,Yes,Explorer,4,2.74,66000,10
2223,Hardware,63,0,7,No,Explorer,3,4,111000,9
2224,Hardware,28,0,2,Yes,Diplomat,3,2.33,58000,3
2225,Hardware,63,1,1,Yes,Explorer,3,1.42,65400,5
2226,Hardware,39,1,12,No,Explorer,3,1.3,54200,6
2227,Hardware,34,1,6,Yes,Diplomat,5,2.39,84200,8
2231,Hardware,30,0,1,Yes,Sentinel,0,1.7,41000,2
2232,Hardware,39,0,1,Yes,Explorer,0,2.37,57000,5
2235,Hardware,42,1,2,Yes,Explorer,4,1.56,90600,6
2238,Hardware,46,0,2,Yes,Sentinel,2,2.88,86000,4
2239,Hardware,55,0,1,Yes,Sentinel,6,2.45,92000,7
2240,Hardware,63,0,2,Yes,Explorer,4,3.35,81000,8
2241,Hardware,27,1,1,Yes,Diplomat,0,2.89,63600,4
2245,Hardware,54,1,2,Yes,Explorer,5,2.17,97200,10
2247,Hardware,50,0,10,Yes,Explorer,5,3.71,140000,9
2248,Hardware,62,0,1,Yes,Explorer,5,4,142000,10
2249,Hardware,25,1,2,Yes,Analyst,4,3.77,71000,7
2250,Hardware,38,0,2,Yes,Sentinel,4,4,96000,10
2251,Hardware,24,0,2,Yes,Diplomat,2,3.81,70000,4
2252,Hardware,47,0,8,Yes,Explorer,1,2.58,82000,9
2253,Hardware,53,0,2,Yes,Explorer,1,1.61,87000,6
2257,Hardware,33,0,2,No,Explorer,1,1.68,54000,8
2258,Hardware,47,0,2,Yes,Explorer,3,2.46,94000,7
2261,Hardware,58,0,2,Yes,Diplomat,6,2.27,92000,9
2263,Hardware,47,0,2,No,Diplomat,0,4,74000,5
2265,Hardware,33,0,2,No,Diplomat,1,1.92,44000,4
2266,Hardware,25,0,1,Yes,Sentinel,0,2.79,33000,3
2270,Hardware,30,0,2,Yes,Diplomat,1,1.97,50000,6
2277,Hardware,37,1,2,Yes,Explorer,1,2.32,63600,6
2279,Hardware,29,0,3,Yes,Sentinel,2,2.83,49000,3
2281,Hardware,41,0,2,Yes,Explorer,5,2.32,102000,9
2283,Hardware,42,0,2,Yes,Sentinel,4,2.32,57000,5
2288,Hardware,33,0,9,No,Explorer,5,3.41,105000,9
2290,Hardware,48,0,2,No,Diplomat,3,3.66,83000,7
2292,Hardware,64,0,2,Yes,Diplomat,2,1.38,66000,6
2293,Hardware,47,0,1,Yes,Diplomat,3,3.42,73000,9
2295,Hardware,25,1,1,No,Explorer,2,3.27,62000,6
2296,Hardware,62,1,1,Yes,Diplomat,3,1.81,83600,5
2297,Hardware,36,0,1,Yes,Diplomat,1,1.19,65000,4
2299,Hardware,41,0,1,Yes,Sentinel,1,3.79,74000,4
2305,Hardware,31,0,1,Yes,Explorer,3,1.35,56000,4
2306,Hardware,29,1,1,Yes,Explorer,3,4,83200,7
2307,Hardware,62,0,1,Yes,Analyst,1,2.91,65000,3
2310,Hardware,30,0,2,Yes,Sentinel,4,2.18,48000,6
2312,Hardware,51,0,2,Yes,Diplomat,2,1.26,68000,7
2314,Hardware,33,0,2,No,Diplomat,0,3.61,39000,2
2322,Hardware,47,0,1,Yes,Diplomat,5,1.56,98000,8
2328,Hardware,64,0,2,Yes,Explorer,4,3.84,123000,8
2329,Hardware,32,0,1,No,Diplomat,4,3.07,51000,4
2332,Hardware,37,0,2,Yes,Diplomat,2,2.11,78000,5
2333,Hardware,45,0,2,Yes,Diplomat,4,1.98,76000,7
2334,Hardware,37,0,1,Yes,Diplomat,3,2.76,116000,7
2336,Hardware,25,1,2,No,Diplomat,3,2.66,53000,7
2337,Hardware,40,0,2,Yes,Explorer,2,1.53,72000,8
2340,Hardware,51,0,1,Yes,Explorer,4,2.15,83000,7
2346,Hardware,59,1,1,Yes,Explorer,0,1.92,64200,3
2347,Hardware,28,0,1,Yes,Analyst,1,1.78,36000,5
2348,Hardware,58,1,1,Yes,Analyst,5,2.59,88400,7
2349,Hardware,62,0,3,Yes,Diplomat,4,1.55,95000,10
2351,Hardware,60,1,1,Yes,Explorer,6,2.91,88000,9
2352,Hardware,33,0,9,Yes,Diplomat,1,3.14,100000,7
2353,Hardware,59,0,1,Yes,Diplomat,1,3.58,95000,5
2354,Hardware,42,1,3,Yes,Diplomat,2,3.03,76600,6
2355,Hardware,31,1,2,Yes,Sentinel,0,4,53800,3
2356,Hardware,34,1,2,Yes,Sentinel,5,1.95,58200,4
2357,Hardware,34,1,1,Yes,Analyst,4,1.45,61200,4
2358,Hardware,64,0,1,Yes,Explorer,3,2.41,96000,5
2360,Hardware,47,1,1,Yes,Diplomat,3,3.24,75600,10
2361,Hardware,36,0,1,No,Explorer,3,3.25,94000,5
2363,Hardware,62,1,4,Yes,Explorer,1,2.35,53600,7
2365,Hardware,61,1,9,Yes,Diplomat,1,2.49,79800,7
2366,Hardware,32,1,2,Yes,Explorer,2,1.48,53600,6
2370,Hardware,44,0,1,Yes,Sentinel,2,3.4,49000,3
2371,Hardware,50,1,11,Yes,Sentinel,4,3.3,73000,9
2372,Hardware,64,0,1,Yes,Explorer,3,1.57,78000,8
2374,Hardware,49,1,10,Yes,Explorer,1,1.87,86200,9
2375,Hardware,52,0,2,Yes,Explorer,1,1.3,77000,5
2381,Hardware,33,0,7,No,Diplomat,2,3.66,83000,10
2382,Hardware,27,1,1,Yes,Sentinel,1,3.04,47600,4
2383,Hardware,43,0,1,Yes,Explorer,1,4,121000,6
2387,Hardware,33,0,8,Yes,Analyst,3,2.16,55000,4
2388,Hardware,58,0,1,Yes,Diplomat,3,2.23,116000,7
2392,Hardware,57,0,1,No,Sentinel,3,2.85,71000,4
2393,Hardware,40,1,2,Yes,Explorer,0,4,71000,8
2395,Hardware,61,0,3,Yes,Diplomat,1,1.4,57000,5
2397,Hardware,31,0,1,Yes,Analyst,2,3.89,72000,6
2399,Hardware,25,0,2,Yes,Analyst,4,2.34,57000,4
2401,Hardware,35,0,2,Yes,Explorer,1,2.68,91000,6
2402,Hardware,44,1,1,Yes,Explorer,2,2.75,91200,6
2405,Hardware,60,0,6,No,Explorer,1,2.19,62000,6
2406,Hardware,56,0,1,Yes,Analyst,0,2.8,68000,4
2407,Hardware,42,0,4,Yes,Diplomat,6,2.08,120000,9
2408,Hardware,51,1,1,Yes,Diplomat,0,1.34,51800,4
2414,Hardware,57,0,7,Yes,Diplomat,4,3.98,95000,8
2415,Hardware,46,0,2,Yes,Analyst,5,1.59,88000,4
2417,Hardware,58,0,10,Yes,Explorer,2,4,91000,9
2418,Hardware,42,1,2,Yes,Diplomat,3,4,101600,10
2419,Hardware,28,0,2,Yes,Diplomat,2,1.95,63000,7
2422,Hardware,40,0,1,Yes,Diplomat,0,4,90000,8
2423,Hardware,32,0,2,No,Explorer,0,4,67000,5
2424,Hardware,31,0,9,Yes,Diplomat,3,3.92,85000,10
2425,Hardware,44,0,5,Yes,Diplomat,4,2.28,117000,8
2426,Hardware,29,1,1,Yes,Explorer,0,2.3,60200,4
2428,Hardware,55,1,4,Yes,Diplomat,1,2.96,67000,6
2430,Hardware,64,0,1,Yes,Explorer,5,4,149000,9
2432,Hardware,41,0,1,Yes,Explorer,6,1.49,113000,8
2434,Hardware,58,0,2,No,Explorer,5,1.79,87000,7
2435,Hardware,38,1,2,Yes,Diplomat,2,1.45,76400,6
2442,Hardware,55,0,11,No,Analyst,1,4,78000,7
2445,Hardware,45,1,2,Yes,Explorer,0,1.37,55000,3
2446,Hardware,65,1,2,Yes,Analyst,0,3.44,46000,4
2448,Hardware,31,0,2,Yes,Explorer,1,1.51,54000,5
2451,Hardware,56,0,2,Yes,Analyst,1,2.09,78000,6
2453,Hardware,41,0,1,No,Sentinel,0,2.13,44000,3
2454,Hardware,61,1,1,Yes,Explorer,4,1.46,65800,5
2456,Hardware,63,0,3,Yes,Explorer,5,1.6,86000,10
2457,Hardware,50,0,2,Yes,Sentinel,1,2.41,57000,4
2458,Hardware,45,0,2,Yes,Explorer,3,3.26,89000,7
2459,Hardware,54,0,1,Yes,Diplomat,0,2.39,60000,2
2461,Hardware,51,0,10,Yes,Explorer,4,4,134000,10
2465,Hardware,48,1,2,Yes,Explorer,5,2.9,68400,9
2466,Hardware,60,0,3,Yes,Explorer,3,1.8,86000,6
2467,Hardware,44,0,1,Yes,Diplomat,1,3.44,72000,7
2470,Hardware,25,0,1,Yes,Analyst,5,3.62,61000,8
2472,Hardware,57,0,2,No,Diplomat,1,4,96000,8
2477,Hardware,54,0,6,Yes,Explorer,5,2.34,139000,9
2480,Hardware,45,1,7,Yes,Diplomat,2,2.43,60000,9
2482,Hardware,57,1,6,Yes,Explorer,4,2.8,88600,9
2484,Hardware,43,0,1,Yes,Diplomat,5,4,136000,10
2485,Hardware,36,1,1,Yes,Explorer,3,3.25,93800,9
2487,Hardware,43,0,2,Yes,Explorer,1,3.91,91000,7
2488,Hardware,64,0,2,No,Explorer,2,3.5,108000,7
2490,Hardware,48,0,6,Yes,Explorer,0,3.54,85000,6
2495,Hardware,37,0,2,Yes,Explorer,2,2.8,66000,9
2502,Hardware,42,0,2,Yes,Diplomat,6,2.88,155000,9
2504,Hardware,25,0,2,No,Diplomat,1,4,56000,6
2506,Hardware,50,1,2,Yes,Analyst,3,2.51,49000,3
2508,Hardware,63,0,2,No,Diplomat,3,1.32,42000,5
2511,Hardware,61,0,5,Yes,Sentinel,2,2.36,66000,7
2512,Hardware,41,1,1,No,Diplomat,1,2.03,47800,6
2514,Hardware,56,0,4,No,Analyst,1,1.74,48000,6
2515,Hardware,59,1,5,Yes,Diplomat,1,1.11,62200,3
2526,Hardware,54,1,3,Yes,Diplomat,1,1.74,65200,7
2529,Hardware,26,1,2,Yes,Diplomat,0,3.56,64800,6
2530,Hardware,28,0,1,Yes,Analyst,2,3.98,65000,5
2531,Hardware,57,0,4,Yes,Explorer,4,2.37,89000,8
2532,Hardware,41,0,9,No,Diplomat,2,4,79000,8
2534,Hardware,33,1,1,Yes,Diplomat,2,2.1,74400,7
2537,Hardware,53,0,2,Yes,Diplomat,5,1.44,100000,7
2543,Hardware,40,0,1,Yes,Diplomat,2,2.81,95000,6
2545,Hardware,56,0,1,No,Explorer,3,3.41,71000,5
2546,Hardware,25,1,1,No,Explorer,2,3.37,53000,5
2550,Hardware,37,1,1,No,Explorer,2,2.18,66600,5
2551,Hardware,48,0,7,Yes,Diplomat,4,2.93,131000,10
2552,Hardware,33,1,1,Yes,Diplomat,0,2.78,64400,6
2554,Hardware,24,0,1,Yes,Sentinel,4,4,69000,8
2556,Hardware,26,1,9,Yes,Explorer,5,4,99800,9
2557,Hardware,31,1,2,Yes,Analyst,3,1.35,48800,3
2558,Hardware,60,1,7,Yes,Explorer,1,3.78,90000,8
2559,Hardware,38,1,2,No,Analyst,2,2.7,57400,3
2560,Hardware,58,1,1,Yes,Explorer,1,2.74,74400,6
2562,Hardware,51,0,4,Yes,Explorer,4,1.77,110000,9
2569,Hardware,42,0,11,Yes,Diplomat,2,2.61,91000,10
2570,Hardware,51,0,1,Yes,Diplomat,5,2.69,135000,8
2574,Hardware,56,0,2,Yes,Sentinel,2,3.35,67000,4
2575,Hardware,41,0,5,No,Diplomat,4,2.91,72000,6
2576,Hardware,29,0,1,No,Diplomat,2,3.92,63000,6
2577,Hardware,31,1,1,Yes,Diplomat,1,2.21,41800,5
2580,Hardware,30,0,2,Yes,Explorer,5,3.41,112000,10
2581,Hardware,64,1,2,Yes,Explorer,0,1.45,33200,3
2582,Hardware,31,0,4,Yes,Diplomat,0,3.1,59000,4
2583,Hardware,57,0,2,No,Explorer,2,1.99,59000,5
2584,Hardware,34,0,2,Yes,Diplomat,1,2.79,83000,6
2585,Hardware,56,0,1,Yes,Diplomat,4,2.19,111000,6
2586,Hardware,37,1,2,Yes,Diplomat,5,4,113600,10
2588,Hardware,50,0,2,Yes,Explorer,2,4,100000,8
2589,Hardware,64,0,8,Yes,Diplomat,3,2.93,92000,8
2590,Hardware,33,0,2,Yes,Diplomat,1,1.49,51000,5
2591,Hardware,55,0,2,Yes,Explorer,2,2.31,96000,8
2593,Hardware,42,0,2,Yes,Diplomat,3,1.9,87000,6
2594,Hardware,33,0,1,Yes,Explorer,5,1.7,100000,10
2595,Hardware,55,0,2,Yes,Explorer,1,3.47,98000,5
2596,Hardware,30,1,2,Yes,Explorer,3,3.01,62000,9
2597,Hardware,45,0,2,Yes,Analyst,3,2,52000,6
2598,Hardware,45,1,2,Yes,Diplomat,2,4,105000,7
2599,Hardware,28,0,1,Yes,Diplomat,1,3.81,75000,6
2602,Hardware,49,0,2,Yes,Explorer,1,3.27,107000,7
2603,Hardware,56,0,7,Yes,Explorer,1,2.85,88000,8
2604,Hardware,43,1,9,Yes,Analyst,1,2.39,48400,5
2606,Hardware,50,1,2,Yes,Analyst,3,1.68,64000,4
2610,Hardware,25,1,6,No,Analyst,3,2.03,42000,5
2613,Hardware,34,0,1,Yes,Explorer,4,1.7,79000,8
2614,Hardware,31,0,2,Yes,Analyst,2,1.33,59000,3
2615,Hardware,33,0,1,Yes,Sentinel,3,2.41,82000,5
2618,Hardware,28,0,2,Yes,Explorer,3,3.29,64000,6
2620,Hardware,43,1,2,Yes,Analyst,1,3.83,66400,4
2621,Hardware,25,1,1,Yes,Explorer,1,2.57,49000,4
2622,Hardware,29,0,12,Yes,Diplomat,2,2.55,65000,8
2623,Hardware,60,0,2,No,Diplomat,2,1.5,50000,6
2625,Hardware,34,1,2,Yes,Explorer,4,4,98200,10
