Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS,Explorer,Diplomat,Analyst
1614,Hardware,59,0,2,0,Explorer,2,4,89000,9,1,0,0
1615,Hardware,41,1,4,1,Diplomat,0,3.67,94800,8,0,1,0
1616,Hardware,43,0,4,1,Explorer,4,3.19,116000,9,1,0,0
1620,Hardware,44,0,1,1,Explorer,4,4,150000,10,1,0,0
1621,Hardware,63,0,1,1,Analyst,5,1.19,88000,4,0,0,1
1622,Hardware,41,0,5,1,Sentinel,4,2.98,61000,4,0,0,0
1623,Hardware,47,0,1,0,Analyst,2,4,62000,4,0,0,1
1625,Hardware,26,0,1,1,Diplomat,3,1.73,82000,7,0,1,0
1626,Hardware,46,0,3,1,Explorer,1,3.84,82000,10,1,0,0
1627,Hardware,61,1,5,1,Explorer,0,2.77,50800,3,1,0,0
1629,Hardware,55,1,4,0,Diplomat,3,3.2,74000,8,0,1,0
1631,Hardware,27,0,6,1,Diplomat,3,1.34,61000,7,0,1,0
1633,Hardware,43,1,11,1,Explorer,0,4,105400,9,1,0,0
1635,Hardware,39,1,1,1,Diplomat,1,3.86,45200,3,0,1,0
1636,Hardware,45,0,1,1,Explorer,2,3.6,115000,5,1,0,0
1641,Hardware,29,1,1,1,Analyst,2,2.66,48200,3,0,0,1
1643,Hardware,25,0,3,1,Diplomat,5,4,99000,8,0,1,0
1644,Hardware,29,1,4,1,Explorer,1,3,48200,5,1,0,0
1647,Hardware,27,0,2,1,Explorer,6,1.86,83000,6,1,0,0
1648,Hardware,51,0,2,1,Diplomat,0,1.36,59000,2,0,1,0
1649,Hardware,62,0,2,1,Diplomat,3,1.71,81000,7,0,1,0
1651,Hardware,33,0,8,1,Diplomat,2,4,88000,7,0,1,0
1655,Hardware,28,0,1,1,Analyst,1,2.36,43000,3,0,0,1
1660,Hardware,63,0,2,0,Diplomat,1,3.5,50000,6,0,1,0
1662,Hardware,40,1,1,0,Diplomat,2,2.34,54000,7,0,1,0
1663,Hardware,59,0,1,1,Explorer,4,3.06,108000,8,1,0,0
1665,Hardware,49,0,1,0,Explorer,5,4,147000,8,1,0,0
1667,Hardware,26,0,2,1,Diplomat,0,1.22,40000,3,0,1,0
1670,Hardware,42,0,1,1,Explorer,2,2.63,73000,4,1,0,0
1672,Hardware,56,0,4,1,Diplomat,2,2.59,73000,4,0,1,0
1673,Hardware,31,0,5,0,Sentinel,3,3.41,56000,6,0,0,0
1674,Hardware,60,0,2,0,Explorer,1,3.18,64000,3,1,0,0
1676,Hardware,40,1,1,1,Sentinel,1,1.55,63000,2,0,0,0
1678,Hardware,29,0,4,1,Sentinel,1,1.96,48000,3,0,0,0
1679,Hardware,35,1,2,1,Analyst,1,1.15,56000,4,0,0,1
1680,Hardware,54,1,6,1,Explorer,2,1.73,88200,6,1,0,0
1684,Hardware,40,0,1,1,Explorer,4,2.33,74000,8,1,0,0
1688,Hardware,38,1,1,1,Analyst,2,3.31,60400,3,0,0,1
1689,Hardware,53,0,1,1,Diplomat,0,3.71,80000,6,0,1,0
1690,Hardware,43,0,1,0,Explorer,1,2.11,59000,4,1,0,0
1695,Hardware,30,1,1,1,Diplomat,4,3.82,70000,8,0,1,0
1698,Hardware,63,0,7,0,Diplomat,0,2.67,52000,6,0,1,0
1701,Hardware,63,0,11,0,Analyst,3,1.91,59000,5,0,0,1
1704,Hardware,40,0,5,1,Explorer,4,2.35,105000,8,1,0,0
1705,Hardware,30,0,2,1,Explorer,3,2.03,80000,9,1,0,0
1706,Hardware,53,1,2,0,Diplomat,2,3.33,39400,7,0,1,0
1707,Hardware,59,0,3,1,Diplomat,3,4,94000,9,0,1,0
1708,Hardware,51,1,2,0,Explorer,2,3.75,79800,10,1,0,0
1709,Hardware,40,0,2,1,Explorer,6,2.2,113000,8,1,0,0
1710,Hardware,26,0,2,1,Explorer,3,2.77,99000,6,1,0,0
1711,Hardware,53,1,1,1,Explorer,2,3.21,51400,5,1,0,0
1712,Hardware,51,1,1,1,Sentinel,2,4,66800,4,0,0,0
1714,Hardware,28,1,2,1,Explorer,2,2.2,66400,9,1,0,0
1715,Hardware,49,1,2,1,Analyst,0,2.43,43200,3,0,0,1
1716,Hardware,31,0,2,1,Explorer,2,2.55,55000,7,1,0,0
1718,Hardware,34,0,1,1,Sentinel,4,2.33,69000,8,0,0,0
1725,Hardware,26,0,2,1,Diplomat,1,2.66,49000,4,0,1,0
1726,Hardware,63,1,1,1,Analyst,3,3.18,65400,5,0,0,1
1727,Hardware,36,0,8,1,Diplomat,5,3.09,130000,9,0,1,0
1728,Hardware,36,0,4,0,Sentinel,2,1.33,49000,3,0,0,0
1730,Hardware,60,1,3,0,Analyst,4,1.81,62000,5,0,0,1
1732,Hardware,62,1,1,1,Analyst,2,3.65,57600,6,0,0,1
1733,Hardware,37,0,2,1,Diplomat,3,3.77,96000,9,0,1,0
1739,Hardware,34,0,2,1,Sentinel,1,3.5,70000,6,0,0,0
1741,Hardware,42,0,1,0,Explorer,3,2.28,64000,5,1,0,0
1744,Hardware,47,1,1,1,Explorer,1,3.37,69600,6,1,0,0
1750,Hardware,38,0,2,0,Sentinel,4,1.27,58000,4,0,0,0
1753,Hardware,59,0,1,0,Diplomat,1,2.53,57000,3,0,1,0
1755,Hardware,60,1,2,1,Explorer,3,2.76,48000,5,1,0,0
1757,Hardware,58,0,2,0,Diplomat,3,2.76,95000,7,0,1,0
1758,Hardware,39,0,6,1,Explorer,2,2.1,113000,7,1,0,0
1760,Hardware,62,1,1,1,Explorer,6,1.95,145600,9,1,0,0
1767,Hardware,50,0,2,0,Explorer,0,2.87,62000,6,1,0,0
1773,Hardware,58,0,5,1,Explorer,2,2.98,78000,8,1,0,0
1775,Hardware,35,0,2,1,Explorer,1,2.62,64000,4,1,0,0
1779,Hardware,42,0,1,1,Explorer,2,3.49,92000,6,1,0,0
1780,Hardware,59,0,3,1,Explorer,2,1.94,64000,9,1,0,0
1781,Hardware,27,1,1,1,Explorer,2,2.92,67600,8,1,0,0
1783,Hardware,40,0,10,0,Diplomat,2,1.54,85000,7,0,1,0
1784,Hardware,26,0,1,1,Sentinel,1,4,73000,4,0,0,0
1786,Hardware,41,0,7,1,Explorer,1,3.55,98000,10,1,0,0
1787,Hardware,54,0,2,1,Diplomat,1,2.44,77000,8,0,1,0
1788,Hardware,38,0,1,1,Diplomat,3,2.12,72000,5,0,1,0
1790,Hardware,53,0,2,1,Diplomat,1,2.23,74000,4,0,1,0
1791,Hardware,34,1,2,1,Diplomat,1,3.58,67200,5,0,1,0
1793,Hardware,28,1,1,1,Analyst,3,1.96,59400,4,0,0,1
1795,Hardware,40,0,6,1,Diplomat,2,1.33,60000,4,0,1,0
1797,Hardware,33,0,8,0,Explorer,4,1.15,62000,10,1,0,0
1798,Hardware,56,1,2,1,Explorer,2,2.1,73800,8,1,0,0
1800,Hardware,56,0,1,1,Diplomat,2,1.32,73000,4,0,1,0
1802,Hardware,58,0,1,1,Diplomat,4,2.89,107000,7,0,1,0
1805,Hardware,52,0,8,1,Diplomat,1,4,103000,9,0,1,0
1808,Hardware,44,0,2,1,Sentinel,4,3.21,86000,4,0,0,0
1812,Hardware,40,0,1,0,Diplomat,0,3.79,68000,4,0,1,0
1813,Hardware,37,0,1,1,Sentinel,0,3.79,58000,7,0,0,0
1814,Hardware,39,1,2,1,Diplomat,3,2.29,60200,3,0,1,0
1815,Hardware,52,0,1,1,Sentinel,3,1.62,89000,8,0,0,0
1817,Hardware,47,0,2,1,Diplomat,1,2.58,79000,6,0,1,0
1819,Hardware,58,1,1,1,Analyst,3,3.91,83400,5,0,0,1
1823,Hardware,49,0,1,0,Explorer,4,2.83,78000,5,1,0,0
1826,Hardware,56,0,1,1,Explorer,1,2.2,56000,5,1,0,0
1828,Hardware,51,0,9,1,Explorer,2,4,122000,9,1,0,0
1829,Hardware,42,0,1,1,Sentinel,4,2.9,76000,5,0,0,0
1830,Hardware,54,0,1,0,Explorer,0,2.07,42000,3,1,0,0
1832,Hardware,34,1,4,1,Diplomat,1,4,86200,9,0,1,0
1833,Hardware,61,0,1,0,Diplomat,1,1.51,49000,5,0,1,0
1835,Hardware,34,1,8,0,Explorer,6,1.35,59200,10,1,0,0
1842,Hardware,42,1,1,1,Diplomat,0,2.6,59600,5,0,1,0
1848,Hardware,34,1,1,1,Diplomat,2,2.29,71200,4,0,1,0
1849,Hardware,34,1,2,1,Explorer,2,4,73200,9,1,0,0
1850,Hardware,26,0,1,1,Explorer,3,1.16,80000,5,1,0,0
1853,Hardware,30,0,2,1,Explorer,4,2.13,83000,8,1,0,0
1862,Hardware,31,0,8,0,Analyst,4,2.53,64000,7,0,0,1
1864,Hardware,60,0,1,0,Explorer,5,2.5,75000,5,1,0,0
1866,Hardware,46,0,2,0,Sentinel,1,4,70000,4,0,0,0
1874,Hardware,62,0,1,1,Explorer,0,2.91,65000,4,1,0,0
1875,Hardware,34,1,2,1,Diplomat,4,3.72,96200,7,0,1,0
1878,Hardware,36,0,2,0,Sentinel,2,1.59,53000,4,0,0,0
1879,Hardware,29,0,1,1,Diplomat,1,2.12,48000,5,0,1,0
1884,Hardware,48,0,2,0,Analyst,4,2.11,55000,7,0,0,1
1885,Hardware,31,1,2,0,Diplomat,3,3.9,83800,10,0,1,0
1886,Hardware,61,1,2,0,Explorer,5,3.79,87800,6,1,0,0
1887,Hardware,51,0,1,0,Analyst,5,4,92000,4,0,0,1
1888,Hardware,54,0,2,1,Explorer,1,2.58,56000,4,1,0,0
1891,Hardware,35,0,2,0,Diplomat,4,3.49,74000,9,0,1,0
1895,Hardware,26,1,2,1,Explorer,1,1.99,50800,5,1,0,0
1897,Hardware,64,0,2,1,Sentinel,2,3.91,86000,6,0,0,0
1899,Hardware,34,0,1,1,Analyst,1,1.95,38000,4,0,0,1
1900,Hardware,33,1,1,1,Diplomat,5,1.59,74400,8,0,1,0
1905,Hardware,43,0,1,1,Explorer,5,3.13,110000,7,1,0,0
1907,Hardware,39,0,2,0,Explorer,0,4,67000,8,1,0,0
1910,Hardware,28,1,2,1,Diplomat,1,3.53,47400,6,0,1,0
1912,Hardware,25,1,2,0,Explorer,0,2.88,45000,5,1,0,0
1914,Hardware,48,0,1,1,Diplomat,2,1.65,75000,5,0,1,0
1915,Hardware,38,0,2,0,Diplomat,2,3.85,66000,10,0,1,0
1919,Hardware,32,0,1,1,Explorer,3,1.88,57000,4,1,0,0
1924,Hardware,32,0,3,1,Analyst,5,2.55,68000,6,0,0,1
1925,Hardware,64,0,1,1,Explorer,0,1.97,55000,4,1,0,0
1926,Hardware,62,0,2,1,Sentinel,4,2.91,75000,6,0,0,0
1927,Hardware,28,0,2,1,Explorer,0,3.31,47000,4,1,0,0
1930,Hardware,31,0,2,1,Sentinel,6,1.84,72000,8,0,0,0
1935,Hardware,55,1,1,0,Explorer,4,4,93000,7,1,0,0
1936,Hardware,25,0,2,0,Sentinel,2,1.27,36000,3,0,0,0
1938,Hardware,39,1,2,1,Explorer,3,1.88,73200,8,1,0,0
1940,Hardware,56,0,1,1,Diplomat,4,1.38,79000,4,0,1,0
1941,Hardware,37,0,2,1,Sentinel,1,1.84,52000,3,0,0,0
1943,Hardware,35,0,1,1,Sentinel,5,2.17,85000,6,0,0,0
1945,Hardware,58,0,2,1,Diplomat,3,1.79,69000,9,0,1,0
1947,Hardware,30,0,8,1,Analyst,0,2.94,58000,5,0,0,1
1951,Hardware,31,0,1,0,Sentinel,6,2.05,59000,4,0,0,0
1953,Hardware,32,0,5,1,Diplomat,3,2.51,74000,5,0,1,0
1954,Hardware,28,1,2,1,Explorer,3,2.69,94400,7,1,0,0
1957,Hardware,45,1,1,1,Explorer,1,2.65,52000,3,1,0,0
1959,Hardware,53,1,2,1,Diplomat,4,3.32,111400,9,0,1,0
1961,Hardware,46,0,1,1,Explorer,4,3.06,120000,10,1,0,0
1963,Hardware,40,0,8,0,Explorer,2,3.3,78000,10,1,0,0
1967,Hardware,43,0,2,1,Analyst,2,3.74,96000,5,0,0,1
1969,Hardware,64,0,2,1,Sentinel,3,1.73,68000,6,0,0,0
1970,Hardware,48,0,6,1,Diplomat,0,2.6,90000,7,0,1,0
1973,Hardware,53,0,2,1,Explorer,2,1.4,69000,6,1,0,0
1974,Hardware,38,1,2,1,Diplomat,1,2.9,71400,6,0,1,0
1975,Hardware,62,1,2,1,Explorer,2,2.73,60600,9,1,0,0
1978,Hardware,54,0,4,1,Diplomat,5,3.76,176000,9,0,1,0
1979,Hardware,62,0,1,1,Diplomat,6,3.65,163000,9,0,1,0
1983,Hardware,64,0,2,1,Diplomat,0,2.72,91000,4,0,1,0
1985,Hardware,43,0,2,1,Explorer,5,3.36,114000,10,1,0,0
1986,Hardware,46,1,11,1,Diplomat,4,3.56,81800,9,0,1,0
1988,Hardware,63,1,10,1,Explorer,2,4,91400,9,1,0,0
1990,Hardware,61,0,1,1,Explorer,2,2.59,99000,7,1,0,0
1993,Hardware,44,1,2,1,Diplomat,3,2.81,90200,7,0,1,0
1995,Hardware,56,0,2,1,Diplomat,2,3.39,81000,4,0,1,0
1997,Hardware,56,0,1,1,Diplomat,1,2.42,87000,5,0,1,0
2000,Hardware,50,0,1,1,Explorer,3,1.6,66000,7,1,0,0
2003,Hardware,38,0,3,1,Sentinel,2,2.39,72000,5,0,0,0
2004,Hardware,62,0,2,1,Diplomat,2,4,99000,8,0,1,0
2007,Hardware,45,1,4,1,Sentinel,5,1.29,61000,5,0,0,0
2012,Hardware,43,0,2,1,Diplomat,1,2.17,74000,6,0,1,0
2014,Hardware,39,0,2,1,Diplomat,4,3.36,107000,9,0,1,0
2017,Hardware,49,0,2,1,Explorer,3,1.23,89000,6,1,0,0
2019,Hardware,28,1,11,0,Explorer,5,3.24,95400,8,1,0,0
2020,Hardware,37,0,2,1,Sentinel,5,3.05,90000,10,0,0,0
2021,Hardware,46,0,2,1,Sentinel,3,3.92,102000,5,0,0,0
2023,Hardware,48,0,10,1,Diplomat,5,2.93,123000,8,0,1,0
2030,Hardware,37,1,2,1,Diplomat,1,2.6,82600,4,0,1,0
2031,Hardware,35,0,1,1,Explorer,0,1.3,54000,4,1,0,0
2032,Hardware,62,0,2,1,Diplomat,1,1.71,88000,6,0,1,0
2033,Hardware,37,0,2,1,Analyst,2,1.74,67000,3,0,0,1
2036,Hardware,38,0,1,1,Sentinel,2,2.38,68000,4,0,0,0
2038,Hardware,56,1,3,1,Explorer,4,2.75,106800,10,1,0,0
2039,Hardware,47,0,1,1,Diplomat,1,3.4,95000,7,0,1,0
2040,Hardware,50,1,2,0,Diplomat,3,4,78000,10,0,1,0
2041,Hardware,25,0,1,0,Analyst,5,1.33,49000,5,0,0,1
2045,Hardware,37,0,2,0,Diplomat,1,1.4,55000,4,0,1,0
2049,Hardware,62,0,1,1,Diplomat,2,3.17,95000,5,0,1,0
2060,Hardware,62,1,2,1,Diplomat,5,1.97,76600,7,0,1,0
2061,Hardware,64,1,4,1,Sentinel,2,2.92,63200,5,0,0,0
2066,Hardware,61,0,2,1,Diplomat,0,3.47,89000,4,0,1,0
2068,Hardware,48,1,2,1,Explorer,3,2.42,75400,7,1,0,0
2070,Hardware,39,1,5,1,Diplomat,3,1.46,55200,5,0,1,0
2076,Hardware,31,0,2,1,Explorer,1,3.4,64000,9,1,0,0
2081,Hardware,38,0,2,0,Explorer,1,2.79,62000,5,1,0,0
2082,Hardware,41,0,2,0,Explorer,4,1.57,92000,5,1,0,0
2083,Hardware,43,0,4,1,Explorer,1,3.11,106000,6,1,0,0
2086,Hardware,61,0,1,1,Explorer,5,2.56,93000,7,1,0,0
2092,Hardware,39,1,1,1,Diplomat,5,2.77,66200,6,0,1,0
2093,Hardware,29,0,2,0,Diplomat,4,2.32,63000,5,0,1,0
2094,Hardware,60,1,3,1,Diplomat,1,2.79,51000,3,0,1,0
2095,Hardware,64,0,1,0,Diplomat,2,2.4,53000,8,0,1,0
2102,Hardware,58,0,8,1,Diplomat,1,3.05,91000,10,0,1,0
2103,Hardware,36,0,2,1,Analyst,3,2.34,55000,3,0,0,1
2105,Hardware,41,1,1,1,Explorer,4,3.59,149800,8,1,0,0
2107,Hardware,51,0,2,1,Diplomat,2,3.72,111000,7,0,1,0
2109,Hardware,37,1,4,1,Analyst,4,2.11,66600,6,0,0,1
2111,Hardware,38,1,1,1,Analyst,4,2.09,61400,5,0,0,1
2112,Hardware,64,0,1,1,Explorer,6,1.14,109000,6,1,0,0
2113,Hardware,39,0,1,1,Diplomat,1,1.82,77000,5,0,1,0
2114,Hardware,31,0,2,1,Diplomat,3,2.13,81000,6,0,1,0
2115,Hardware,34,0,8,1,Explorer,2,4,121000,10,1,0,0
2117,Hardware,28,0,2,1,Explorer,3,4,84000,10,1,0,0
2119,Hardware,39,1,1,0,Diplomat,2,2.52,64200,4,0,1,0
2124,Hardware,51,0,1,1,Explorer,1,3.52,101000,6,1,0,0
2125,Hardware,64,0,2,0,Diplomat,3,3.24,84000,8,0,1,0
2128,Hardware,48,1,2,1,Diplomat,1,1.49,69400,6,0,1,0
2129,Hardware,32,0,8,1,Explorer,1,2.13,62000,6,1,0,0
2131,Hardware,46,0,8,1,Diplomat,0,2.56,63000,7,0,1,0
2133,Hardware,52,1,1,1,Explorer,5,4,113600,8,1,0,0
2134,Hardware,52,0,1,1,Diplomat,1,4,100000,7,0,1,0
2137,Hardware,56,1,6,1,Diplomat,2,3.7,97800,9,0,1,0
2141,Hardware,49,1,10,1,Explorer,1,1.56,68200,9,1,0,0
2142,Hardware,37,1,1,1,Diplomat,1,2.65,70600,8,0,1,0
2144,Hardware,63,0,1,0,Explorer,2,2.99,67000,7,1,0,0
2146,Hardware,53,1,6,0,Analyst,3,2.24,46400,3,0,0,1
2147,Hardware,27,1,3,1,Explorer,4,2.31,61600,6,1,0,0
2150,Hardware,32,0,1,1,Explorer,3,2.86,82000,5,1,0,0
2152,Hardware,44,0,1,1,Sentinel,0,2.6,51000,3,0,0,0
2153,Hardware,30,1,6,1,Diplomat,4,3.44,61000,8,0,1,0
2155,Hardware,29,0,11,1,Explorer,2,1.49,53000,9,1,0,0
2161,Hardware,61,1,1,1,Analyst,5,4,105800,6,0,0,1
2162,Hardware,27,0,2,1,Explorer,2,3.99,62000,7,1,0,0
2164,Hardware,46,1,7,1,Diplomat,3,2.23,92800,6,0,1,0
2167,Hardware,63,0,5,1,Diplomat,1,1.35,73000,5,0,1,0
2168,Hardware,29,0,5,1,Diplomat,3,1.22,53000,9,0,1,0
2170,Hardware,31,1,7,1,Explorer,2,2.18,69800,9,1,0,0
2171,Hardware,28,1,2,1,Diplomat,4,2.21,60400,4,0,1,0
2181,Hardware,30,0,2,1,Explorer,2,3.45,60000,5,1,0,0
2183,Hardware,54,1,2,1,Explorer,3,2.35,76200,6,1,0,0
2187,Hardware,56,0,1,1,Sentinel,2,2.18,68000,3,0,0,0
2188,Hardware,59,0,1,1,Diplomat,6,1.68,119000,6,0,1,0
2190,Hardware,40,1,2,1,Explorer,2,2.01,59000,5,1,0,0
2192,Hardware,59,0,4,0,Diplomat,0,1.65,46000,5,0,1,0
2195,Hardware,28,0,6,1,Analyst,2,3.83,58000,7,0,0,1
2196,Hardware,34,0,1,0,Explorer,4,1.51,51000,4,1,0,0
2203,Hardware,60,0,7,1,Explorer,0,1.68,58000,5,1,0,0
2204,Hardware,57,0,2,1,Explorer,2,2.14,87000,8,1,0,0
2206,Hardware,25,0,2,1,Explorer,0,3.14,40000,2,1,0,0
2208,Hardware,44,0,1,1,Explorer,3,1.46,88000,6,1,0,0
2209,Hardware,32,0,1,1,Diplomat,6,3.29,100000,10,0,1,0
2213,Hardware,28,1,1,0,Explorer,3,3.4,67400,7,1,0,0
2214,Hardware,45,0,2,1,Analyst,1,3.09,67000,3,0,0,1
2215,Hardware,28,0,5,0,Analyst,2,2.83,45000,4,0,0,1
2218,Hardware,44,1,1,1,Explorer,1,1.57,65200,6,1,0,0
2220,Hardware,28,0,5,1,Explorer,4,2.74,66000,10,1,0,0
2223,Hardware,63,0,7,0,Explorer,3,4,111000,9,1,0,0
2224,Hardware,28,0,2,1,Diplomat,3,2.33,58000,3,0,1,0
2225,Hardware,63,1,1,1,Explorer,3,1.42,65400,5,1,0,0
2226,Hardware,39,1,12,0,Explorer,3,1.3,54200,6,1,0,0
2227,Hardware,34,1,6,1,Diplomat,5,2.39,84200,8,0,1,0
2231,Hardware,30,0,1,1,Sentinel,0,1.7,41000,2,0,0,0
2232,Hardware,39,0,1,1,Explorer,0,2.37,57000,5,1,0,0
2235,Hardware,42,1,2,1,Explorer,4,1.56,90600,6,1,0,0
2238,Hardware,46,0,2,1,Sentinel,2,2.88,86000,4,0,0,0
2239,Hardware,55,0,1,1,Sentinel,6,2.45,92000,7,0,0,0
2240,Hardware,63,0,2,1,Explorer,4,3.35,81000,8,1,0,0
2241,Hardware,27,1,1,1,Diplomat,0,2.89,63600,4,0,1,0
2245,Hardware,54,1,2,1,Explorer,5,2.17,97200,10,1,0,0
2247,Hardware,50,0,10,1,Explorer,5,3.71,140000,9,1,0,0
2248,Hardware,62,0,1,1,Explorer,5,4,142000,10,1,0,0
2249,Hardware,25,1,2,1,Analyst,4,3.77,71000,7,0,0,1
2250,Hardware,38,0,2,1,Sentinel,4,4,96000,10,0,0,0
2251,Hardware,24,0,2,1,Diplomat,2,3.81,70000,4,0,1,0
2252,Hardware,47,0,8,1,Explorer,1,2.58,82000,9,1,0,0
2253,Hardware,53,0,2,1,Explorer,1,1.61,87000,6,1,0,0
2257,Hardware,33,0,2,0,Explorer,1,1.68,54000,8,1,0,0
2258,Hardware,47,0,2,1,Explorer,3,2.46,94000,7,1,0,0
2261,Hardware,58,0,2,1,Diplomat,6,2.27,92000,9,0,1,0
2263,Hardware,47,0,2,0,Diplomat,0,4,74000,5,0,1,0
2265,Hardware,33,0,2,0,Diplomat,1,1.92,44000,4,0,1,0
2266,Hardware,25,0,1,1,Sentinel,0,2.79,33000,3,0,0,0
2270,Hardware,30,0,2,1,Diplomat,1,1.97,50000,6,0,1,0
2277,Hardware,37,1,2,1,Explorer,1,2.32,63600,6,1,0,0
2279,Hardware,29,0,3,1,Sentinel,2,2.83,49000,3,0,0,0
2281,Hardware,41,0,2,1,Explorer,5,2.32,102000,9,1,0,0
2283,Hardware,42,0,2,1,Sentinel,4,2.32,57000,5,0,0,0
2288,Hardware,33,0,9,0,Explorer,5,3.41,105000,9,1,0,0
2290,Hardware,48,0,2,0,Diplomat,3,3.66,83000,7,0,1,0
2292,Hardware,64,0,2,1,Diplomat,2,1.38,66000,6,0,1,0
2293,Hardware,47,0,1,1,Diplomat,3,3.42,73000,9,0,1,0
2295,Hardware,25,1,1,0,Explorer,2,3.27,62000,6,1,0,0
2296,Hardware,62,1,1,1,Diplomat,3,1.81,83600,5,0,1,0
2297,Hardware,36,0,1,1,Diplomat,1,1.19,65000,4,0,1,0
2299,Hardware,41,0,1,1,Sentinel,1,3.79,74000,4,0,0,0
2305,Hardware,31,0,1,1,Explorer,3,1.35,56000,4,1,0,0
2306,Hardware,29,1,1,1,Explorer,3,4,83200,7,1,0,0
2307,Hardware,62,0,1,1,Analyst,1,2.91,65000,3,0,0,1
2310,Hardware,30,0,2,1,Sentinel,4,2.18,48000,6,0,0,0
2312,Hardware,51,0,2,1,Diplomat,2,1.26,68000,7,0,1,0
2314,Hardware,33,0,2,0,Diplomat,0,3.61,39000,2,0,1,0
2322,Hardware,47,0,1,1,Diplomat,5,1.56,98000,8,0,1,0
2328,Hardware,64,0,2,1,Explorer,4,3.84,123000,8,1,0,0
2329,Hardware,32,0,1,0,Diplomat,4,3.07,51000,4,0,1,0
2332,Hardware,37,0,2,1,Diplomat,2,2.11,78000,5,0,1,0
2333,Hardware,45,0,2,1,Diplomat,4,1.98,76000,7,0,1,0
2334,Hardware,37,0,1,1,Diplomat,3,2.76,116000,7,0,1,0
2336,Hardware,25,1,2,0,Diplomat,3,2.66,53000,7,0,1,0
2337,Hardware,40,0,2,1,Explorer,2,1.53,72000,8,1,0,0
2340,Hardware,51,0,1,1,Explorer,4,2.15,83000,7,1,0,0
2346,Hardware,59,1,1,1,Explorer,0,1.92,64200,3,1,0,0
2347,Hardware,28,0,1,1,Analyst,1,1.78,36000,5,0,0,1
2348,Hardware,58,1,1,1,Analyst,5,2.59,88400,7,0,0,1
2349,Hardware,62,0,3,1,Diplomat,4,1.55,95000,10,0,1,0
2351,Hardware,60,1,1,1,Explorer,6,2.91,88000,9,1,0,0
2352,Hardware,33,0,9,1,Diplomat,1,3.14,100000,7,0,1,0
2353,Hardware,59,0,1,1,Diplomat,1,3.58,95000,5,0,1,0
2354,Hardware,42,1,3,1,Diplomat,2,3.03,76600,6,0,1,0
2355,Hardware,31,1,2,1,Sentinel,0,4,53800,3,0,0,0
2356,Hardware,34,1,2,1,Sentinel,5,1.95,58200,4,0,0,0
2357,Hardware,34,1,1,1,Analyst,4,1.45,61200,4,0,0,1
2358,Hardware,64,0,1,1,Explorer,3,2.41,96000,5,1,0,0
2360,Hardware,47,1,1,1,Diplomat,3,3.24,75600,10,0,1,0
2361,Hardware,36,0,1,0,Explorer,3,3.25,94000,5,1,0,0
2363,Hardware,62,1,4,1,Explorer,1,2.35,53600,7,1,0,0
2365,Hardware,61,1,9,1,Diplomat,1,2.49,79800,7,0,1,0
2366,Hardware,32,1,2,1,Explorer,2,1.48,53600,6,1,0,0
2370,Hardware,44,0,1,1,Sentinel,2,3.4,49000,3,0,0,0
2371,Hardware,50,1,11,1,Sentinel,4,3.3,73000,9,0,0,0
2372,Hardware,64,0,1,1,Explorer,3,1.57,78000,8,1,0,0
2374,Hardware,49,1,10,1,Explorer,1,1.87,86200,9,1,0,0
2375,Hardware,52,0,2,1,Explorer,1,1.3,77000,5,1,0,0
2381,Hardware,33,0,7,0,Diplomat,2,3.66,83000,10,0,1,0
2382,Hardware,27,1,1,1,Sentinel,1,3.04,47600,4,0,0,0
2383,Hardware,43,0,1,1,Explorer,1,4,121000,6,1,0,0
2387,Hardware,33,0,8,1,Analyst,3,2.16,55000,4,0,0,1
2388,Hardware,58,0,1,1,Diplomat,3,2.23,116000,7,0,1,0
2392,Hardware,57,0,1,0,Sentinel,3,2.85,71000,4,0,0,0
2393,Hardware,40,1,2,1,Explorer,0,4,71000,8,1,0,0
2395,Hardware,61,0,3,1,Diplomat,1,1.4,57000,5,0,1,0
2397,Hardware,31,0,1,1,Analyst,2,3.89,72000,6,0,0,1
2399,Hardware,25,0,2,1,Analyst,4,2.34,57000,4,0,0,1
2401,Hardware,35,0,2,1,Explorer,1,2.68,91000,6,1,0,0
2402,Hardware,44,1,1,1,Explorer,2,2.75,91200,6,1,0,0
2405,Hardware,60,0,6,0,Explorer,1,2.19,62000,6,1,0,0
2406,Hardware,56,0,1,1,Analyst,0,2.8,68000,4,0,0,1
2407,Hardware,42,0,4,1,Diplomat,6,2.08,120000,9,0,1,0
2408,Hardware,51,1,1,1,Diplomat,0,1.34,51800,4,0,1,0
2414,Hardware,57,0,7,1,Diplomat,4,3.98,95000,8,0,1,0
2415,Hardware,46,0,2,1,Analyst,5,1.59,88000,4,0,0,1
2417,Hardware,58,0,10,1,Explorer,2,4,91000,9,1,0,0
2418,Hardware,42,1,2,1,Diplomat,3,4,101600,10,0,1,0
2419,Hardware,28,0,2,1,Diplomat,2,1.95,63000,7,0,1,0
2422,Hardware,40,0,1,1,Diplomat,0,4,90000,8,0,1,0
2423,Hardware,32,0,2,0,Explorer,0,4,67000,5,1,0,0
2424,Hardware,31,0,9,1,Diplomat,3,3.92,85000,10,0,1,0
2425,Hardware,44,0,5,1,Diplomat,4,2.28,117000,8,0,1,0
2426,Hardware,29,1,1,1,Explorer,0,2.3,60200,4,1,0,0
